tmdbId,title,combined_features
127687,Tapestries of Hope (2009),zimbabwe abuse human rights bettymakoni michealenecristinirisley documentary
505357,Headquarters (Päämaja) (1970) ,year 1944 1940s history of finland june joelrinne jussijurkka tamaralund mattikassila drama war
107203,Xingu (2012) ,expedition indian tribe brazilian history latin american history joãomiguel felipecamargo caioblat caohamburger adventure drama
112575,Adam and Eve (Adão e Eva) (1995),pregnancy bisexual television mariademedeiros joaquimdealmeida karraelejalde joaquimleitão drama
216369,Temptation (Tentação) (1997),priest drugs joaquimdealmeida cristinacâmara diogoinfante joaquimleitão drama romance
171540,Big Bad Wolves (2013),satire burned with a blow torch palestine arab tzahigrad liorashkenazi rotemkeinan aharonkeshales crime thriller
33031,Come Live with Me (1941),comedy romance
30123,Striking Range (2006),suspense race against time atomic bomb fighting style loudiamondphillips yancybutler tomwright danielmillican action thriller
186992,Stranger by the Lake (L'inconnu du lac) (2013),ejaculation male full frontal nudity explicit sex unprotected sex pierredeladonchamps christophepaou patrickd'assumçao alainguiraudie drama romance
130150,Labor Day (2013),tied to a chair escaped convict neighbor baseball katewinslet joshbrolin gattlingriffith jasonreitman drama romance
184352,Tom at the Farm (Tom à la ferme) (2013),farm loss of loved one snorting cocaine carrying a dead calf xavierdolan pierre-yvescardinal liseroy xavierdolan drama
136437,Beyond the Walls (Hors les murs) (2012),bartender pianist kinky sex railway station matilamalliarakis guillaumegouix davidsalles davidlambert drama
100898,"Noordzee, Texas (North Sea Texas) (2011)",gay sexual awakening caught in the act male male kiss benvandenheuvel evavandergucht thomascoumans bavodefurne drama
236399,Flowers in the Attic (2014),attic child abuse bad mother brother sister incest heathergraham ellenburstyn kiernanshipka virginiac.andrews drama mystery thriller
128006,Speedway (1929),drama romance
100063,Blackout (1978),action thriller
21435,French Fried Vacation 3 (Les bronzés 3: amis pour la vie) (2006),reference to ivana trump reference to claude lelouch reference to richard gere reference to barbra streisand josianebalasko michelblanc marie-annechazel josianebalasko comedy
157841,"Young and Prodigious T.S. Spivet, The (L'extravagant voyage du jeune et prodigieux T.S. Spivet) (2013)",fictional radio show reference to the u.s. president reference to david letterman reference to wolfgang amadeus mozart helenabonhamcarter judydavis callumkeithrennie jean-pierrejeunet adventure children drama
45266,Behind Enemy Lines (1997),mercenary loss of friend brutality fighting thomasiangriffith chrismulkey markcarlton markgriffiths action thriller
11927,Manhunt (2008),bound and gagged manhunt tied hands gagged henriettebruusgaard jørnbjørnfullergee lassevaldal ninibullrobsahm horror thriller
59118,"Prey, The (La proie) (2011)",prison cell mate father saving daughter's life running from police albertdupontel alicetaglioni stéphanedebac ericvalette action crime thriller
46136,"Blank Generation, The (1976)",musical
242033,Scorned (2013),sex scene oral sex bra and panties fellatio billyzane annalynnemccord vivabianca markjones thriller
47831,À propos de Nice (1930),documentary
44516,"Same Love, Same Rain (El mismo amor, la misma lluvia) (1999)",loss of father typewriter gag argentina female nudity ricardodarín soledadvillamil ulisesdumont juanjosécampanella comedy drama romance
118761,"Soul of Bread, The (Ai de mian bao hun) (2012)",handianchen michellechen ying-chiehchen pin-chuankao comedy romance
177888,Teen Beach Movie (2013),1960s movie set thin attractive girl surfer rosslynch maiamitchell graciegillam vincemarcello children musical
234155,Asier ETA biok (2013),f rated actor director produced by director written and directed by cast member asieraranguren juandiegobotto pilarcastro amaiamerino documentary
170234,Faithless (1932),drama
54279,Zatoichi Challenged (Zatôichi chikemuri kaidô) (Zatôichi 17) (1967),action drama
26947,Gamera vs. Guiron (1969),action adventure
160068,Gloria (2013),female nudity male frontal nudity female frontal nudity nudity paulinagarcía sergiohernández diegofontecilla sebastiánlelio comedy drama
60025,"I, Cesar (Moi César, 10 ans 1/2, 1m39) (2003)",travel foundling school party runaway julessitruk mariademedeiros jean-philippeécoffey richardberry children comedy
144121,Best of the Badmen (1951),western
152760,"Monuments Men, The (2014)",art art expert nazi stolen art 1940s georgeclooney mattdamon billmurray georgeclooney action drama war
150093,Just Like a Woman (2012),belly dancing woman port a potty mobile home siennamiller golshiftehfarahani baharsoomekh joelletouma drama
137106,The Lego Movie (2014),lego good cop bad cop based on toy construction worker willarnett elizabethbanks craigberry phillord action adventure animation children comedy fantasy
32996,We're Not Dressing (1934),comedy musical
106573,Man of the World (1931),drama romance
136582,Aliyah (Alyah) (2012) ,family relationships reference to marriage proposal hash dealing cocaine dealing piomarmaï cédrickahn adèlehaenel eliewajeman drama
97794,"Road, The (2011)",murder abduction investigation face covered by plastic cellophane carminavillaroel marvinagustin rhianramos aloyadlawan crime drama horror thriller
477912,Dirty Story (1984),drama
97020,RoboCop (2014),technology robot robocop police joelkinnaman garyoldman michaelkeaton joshuazetumer action crime sci-fi imax
209247,"Art of the Steal, The (2013)",heist thief motorcycle hiding in a car trunk kurtrussell mattdillon jaybaruchel jonathansobol crime
99608,Rain or Shine (1930),comedy drama romance
83665,"Betrayed (True and the Brave, The) (1954)",drama romance thriller war
313289,Paranoia Agent (2004),detective surrealism twist madness shôzôîzuka toshihikoseki michaelmcconnohie toshihikoseki animation crime drama horror mystery
249397,Nymphomaniac: Volume II (2013),explicit sex nymphomania double penetration whip charlottegainsbourg stellanskarsgård stacymartin larsvontrier drama mystery
83564,La Luna (2011),little boy boat individuality decision tonyfucile kristasheffler philsheridan enricocasarosa animation
2594,Monsieur Batignole (2002),character name as title two word title german escape julessitruk gérardjugnot michèlegarcia gérardjugnot comedy drama
505542,Song of the Bloodred Flower (Laulu tulipunaisesta kukasta) (1971),drama
253445,Loputon Gehennan liekki (2011),swastika alcohol occultism racist miikkaojala karrisuoraniemi molestorkadotus samikettunen documentary
343435,Tukkijoella (1928),log driving urhosomersalmi ellensylvin maryhannikainen wilhoilmari drama
24685,Viper in the Fist (2004),mother brittany family violence neglectful parents catherinefrot jacquesvilleret julessitruk philippedebroca drama
49729,"Courage of the Eagles, The (Les aiguilles rouges) (2006)",julessitruk damienjouillerot jonathandemurger jean-françoisdavy drama
42325,Bewitched (Alter Ego) (1945),crime drama film-noir thriller
219318,Eyjafjallajökull (2013),2010s year 2010 iceland eyjafjallajokull volcano valériebonneton danyboon denisménochet alexandrecoffre comedy
87358,Hornets' Nest (1970),action drama war
106828,Evidence (1995),television angelicapreziosi angelicapreziosi documentary
239155,Schooled: The Price of College Sports (2013) ,athlete college sports narration six word title kevinanderson jaybilas taylorbranch trevormartin documentary
74461,Knights of Badassdom (2013),demon summoning a demon ritual massacre d.r.anderson w.earlbrown michaelcarpenter kevindreyfuss adventure comedy fantasy
4883,Ten Little Indians (Ein Unbekannter rechnet ab) (And Then There Were None) (1974),crime drama mystery
190341,Mustalaishurmaaja (1929),drama romance
174688,"Trials of Muhammad Ali, The (2013)",boxer religious organization muslim nation of islam eamonnandrews muhammadali davidsusskind eamonnandrews documentary
103717,You Ain't Seen Nothin' Yet (Vous n'avez encore rien vu) (2012),love playwright false report of death presumed dead mathieuamalric pierrearditi sabineazéma alainresnais drama
205384,"Lost Reels of Pancho Villa, The (Los rollos perdidos de Pancho Villa) (2003)",gregoriorocha gregoriorocha documentary
144336,Sabotage (2014),strip club topless female nudity stripper tough girl arnoldschwarzenegger samworthington joemanganiello skipwoods action crime drama
120143,"Four, The (Si da ming bu) (2012)",chinese china wuxia chaodeng yifeiliu ronaldcheng janetchun action crime fantasy
25519,Pardes (1997),love kabbadi bridge train shahrukhkhan mahimachaudhry amrishpuri subhashghai action comedy musical romance
141614,"Little Brother, Big Trouble: A Christmas Adventure (Niko 2: Lentäjäveljekset) (2012)",computer animation winter reindeer flying erikcarlson mikkokivinen vuokkohovatta jørgenlerdam adventure animation children comedy
17794,Quest for a Heart (Röllin sydän) (2007),troll goblin pixie village allantuppurainen saijalentonen aarrekarén pekkalehtosaari adventure animation children fantasy musical
422906,"Wizard of Baghdad, The (1960)",comedy fantasy musical
56441,"Elephant in the Living Room, The (2010)",pet lion exotic pet ohio timharrison terrybrumfield russclear timharrison documentary
146490,Ray Harryhausen: Special Effects Titan (2011),film producer giant gorilla animator visual effects rayharryhausen peterjackson terrygilliam gillespenso documentary
140873,That Guy... Who Was in That Thing (2012),xanderberkeley brucedavison craigfairbrass ianroumain documentary
141043,"Long Way Down, A (2014)",attempted suicide crying woman new year's eve valentine's day piercebrosnan tonicollette imogenpoots nickhornby comedy drama
246320,"Three Brothers 2, The (Les trois frères, le retour) (2014)",didierbourdon bernardcampan pascallégitimus didierbourdon comedy
84362,Devil Hunter (El caníbal) (1980),horror
67793,Don't Go Breaking My Heart (Daan gyun naam yu) (2011),louiskoo yuanyuangao danielwu jevonsau romance
122435,S.O.S. Eisberg (1933),adventure drama
143049,Adult World (2013),independent film bare chested male college two word title emmaroberts summershelton chrisriggi andycochran comedy
99367,Date and Switch (2014),friendship brownie high school prom pot brownie quinnlord nickofferman garycole alanyang comedy
37585,Night on the Galactic Railroad (Ginga-tetsudo no yoru) (1985),animation drama
157834,"Zero Theorem, The (2013)",burnt out church telephone call cyberspace smashing a computer screen christophwaltz gwendolinechristie rupertfriend patrushin drama fantasy sci-fi
226857,Endless Love (2014),love bikini brother sister relationship high school graduation alexpettyfer gabriellawilde brucegreenwood shanafeste drama romance
137321,Winter's Tale (2014),flying horse immortal red haired woman white horse colinfarrell mattbomer lucygriffiths akivagoldsman drama fantasy mystery
210913,"Station, The (Blutgletscher) (2013)",scientist glacier banana helicopter gerhardliebmann editamalovcic santos benjaminhessler horror
83727,"Theatre Bizarre, The (2011)",bare chested male bondage male rear nudity theatre puppet udokier virginianewcomb amandamarquardt douglasbuck horror
43042,"Story of Ruth, The (1960)",drama
206822,No Nukes (1980),documentary musical
172120,Fagbug (2009),hate crime graffiti hero role model erindavies thefagbug erindavies documentary
232731,Attila (2013),superhero attila the hun ghost zombie cheickkongo chrisconrad mikaylas.campbell anthonyc.ferrante action horror thriller
117426,Beyond the Law (Beyond the Law - Blue) (1968),police pseudo documentary policeman police lieutenant riptorn georgeplimpton normanmailer normanmailer comedy crime drama
31445,Beyond Tomorrow (Beyond Christmas) (1940),drama fantasy romance
81699,Bhowani Junction (1956),adventure drama romance
370353,Women in Love (2011),public nudity horse training d.h. lawrence male full frontal nudity rorykinnear rachaelstirling josephmawle rachaelstirling drama
146375,On the Other Side of the Tracks (De l'autre côté du périph) (2012),orgy male nudity bare breasts omarsy laurentlafitte sabrinaouazani ericaltmayer action comedy crime
157847,Joe (2013),alcoholic cigarette smoking woods father son relationship nicolascage tyesheridan garypoulter garyhawkins drama
33563,Bickford Shmeckler's Cool Ideas (2006),college campus orgasm fraternity toga party patrickfugit oliviawilde deonrichmond scottlew comedy romance
39341,Big Bad Wolf (2006),fellatio tape over mouth stepfather stepson relationship submissive wife trevorduke-moretz kimberlyj.brown richardtyson lancew.dreesen comedy horror
20493,Love Story 2050 (2008),love robot time machine scientist harmanbaweja priyankachopra bomanirani harrybaweja adventure comedy musical romance sci-fi
133441,"Summit, The (2012)",mountain k2 mountaineer man versus nature christinebarnes hoselitobite walterbonatti markmonroe documentary
103732,GLOW: The Story of the Gorgeous Ladies of Wrestling (2012),emilydole deebooher angelinaaltishin bradfordthomason documentary
71055,The African (1983),adventure comedy
210047,Cold Comes the Night (2013),motel owner motel prostitutes prostitution aliceeve ursulaparker loganmarshall-green tzechun crime drama thriller
17684,Chouchou (2003),bar immigrant reference to the virgin mary pigalle gadelmaleh alainchabat claudebrasseur merzakallouache comedy
249923,Someone Marry Barry (2014),date male female relationship group picnic tylerlabine damonwayansjr. hayesmacarthur robpearlstein comedy
60160,Gamera the Brave (2006),gamera internet hoax giant tortoise kaiju ryôtomioka kaho shingoishikawa ryutatasaki action sci-fi
98162,"Painting, The (Tableau, Le) (2011)",talking to the audience breaking the fourth wall by talking to the audience high society lost in forest jeanbarney chloéberthier jbblanc nickybaker animation
142573,Are All Men Pedophiles (2013),feminist film theory jew female on male rape misandry jan-willembreure dickswaab corinederuiter jan-willembreure documentary
83401,Climate of Change (2010),sustainable development community action climate change environmental destruction tildaswinton simonarmitage documentary
13470,Bury My Heart at Wounded Knee (2007),reservation massacre lakota tribe based on novel annapaquin chevezezaneh augustschellenberg danielgiat drama western
14872,"Cutting Edge: Going for the Gold, The (2006)",ice skating skateboarding figure skating competition christycarlsonromano rossthomas scottthompsonbaker danberendsen comedy drama romance
355515,Meet Me at the Fair (1953),musical
359195,13 Fighting Men (1960),western
218277,Pretty/Handsome (2008),transsexual failed pilot unaired episode transgender parent josephfiennes carrie-annemoss blythedanner bradfalchuk drama
212721,Gerontophilia (2013),male nudity gerontophilia full frontal male nudity male frontal nudity pier-gabriellajoie walterborden katieboland brucelabruce comedy romance
103875,Mystery (Fu cheng mi shi) (2012),double life police investigation flashback affair leihao haoqin xiqi yelou crime mystery thriller
22504,"King and the Mockingbird, The (Le roi et l'oiseau) (1980)",animation children fantasy
182246,11.6 (2013),female nudity topless female nudity bedroom downward spiral françoiscluzet boulilanners corinnemasiero philippegodeau crime drama
92850,Nightmare Factory (2011),special effects gabrielbartalos howardberger stevebiodrowski donnadavies documentary
222899,About Last Night (2014),sexual perversity in chicago about last night bedroom hug kevinhart michaelealy reginahall leslyeheadland comedy romance
120467,"Grand Budapest Hotel, The (2014)",hotel lobby boy prison escape first person narration ralphfiennes f.murrayabraham mathieuamalric stefanzweig comedy drama
201086,Cuban Fury (2014),salsa dancer female boss new boss benradcliffe ianmcshane isabellasteinbarth jonbrown comedy
84319,"Oversimplification of Her Beauty, An (2012)",alisabecher jccain dexterjones terencenance animation comedy drama romance
102862,Informant (2012),brandondarby scottcrow lisafithian jamiemeltzer documentary
141635,All the Light in the Sky (2012),aspiring actress beach house middle age crisis stand up paddle surfing janeadams sophiatakal kentosborne joeswanberg drama
255756,"Black Coal, Thin Ice (Bai ri yan huo) (2014)",ice skate ice rink ice block ice fanliao lun-meikwei xuebingwang yi'nandiao crime drama mystery thriller
256106,Blind Massage (Tui na) (2014),massage parlor massage blind disappearance xiaodongguo suzhenhan zhiyouhan xiaodongguo drama
253046,Jailbait (2014),female removes her clothes female pubic hair female rear nudity sexploitation saramalakullane erino'brien stevehanks jaredcohn crime drama thriller
142984,Scott Joplin (1977),drama
13934,Mater and the Ghostlight (2006),character name as title four word title anthropomorphism light larrythecableguy owenwilson michaelwallis danscanlon animation children comedy
13061,Your Friend the Rat (2007),rat ship flea europe pattonoswalt petersohn louromano jimcapobianco animation
24589,Dug's Special Mission (2009),cgi animation bird birthday dog bobpeterson delroylindo jeromeranft ronniedelcarmen animation children comedy
33817,Satanas (2007),marcelavalencia blasjaramillo luciarengifo andrésbaiz crime drama
48707,Shinobi No Mono 2: Vengeance (Zoku shinobi no mono) (1963),ishikawa goemon ninja second part sequel raizôichikawa sôyamamura shihofujimura satsuoyamamoto action drama
4494,Rapture (Arrebato) (1980),drama horror
86814,News from Home (1977),drama
187028,Omar (2013),male nudity west bank marriage proposal unwanted pregnancy adambakri leemlubany waleedzuaiter hanyabu-assad drama romance
252841,Highway (2014) ,mountain abduction bollywood self discovery aliabhatt randeephooda durgeshkumar imtiazali crime drama romance
77458,When Pigs Have Wings (2011),palestinian pig israeli soldier fisherman sassongabai bayabelal myriamtekaïa sylvainestibal comedy
266333,"Ditchdigger's Daughters, The (1997)",flashback family relationships racism african american carllumbly duléhill victoriadillard johnnye.jensen drama
248507,Supercondriaque (2014),hypochondriac friend doctor brother sister relationship danyboon kadmerad alicepol danyboon comedy
127847,7 Boxes (2012),delivery market wheelbarrow f rated celsofranco víctorsosa laligonzalez tanaschémbori thriller
204765,Prêt à tout (2014),maxboublil aïssamaïga patricktimsit nicolascuche comedy
183836,"Brats, The (Les gamins) (2013)",story continued during end credits underage girl nudity husband wife relationship alainchabat maxboublil sandrinekiberlain anthonymarciano comedy
220286,Grand Piano (2013),breaking a leg 2010s concert pianist piano player elijahwood johncusack kerrybishé damienchazelle mystery thriller
294709,Satan's Sword (Daibosatsu tôge) (1960),first part swordplay historical event raizôichikawa kôjirôhongô tamaonakamura teinosukekinugasa action drama
295355,Satan's Sword II (Daibosatsu toge: Ryujin no maki) (1960),literary adaptation chambara part of trilogy second part raizôichikawa kôjirôhongô tamaonakamura kaizannakazato action drama
329740,Satan's Sword 3: The Final Chapter (Daibosatsu toge: Kanketsu-hen) (1961),part of trilogy third part sequel swordplay raizôichikawa tamaonakamura katsuhikokobayashi teinosukekinugasa action drama
172913,"Boob, The (1926)",comedy romance
225565,That Awkward Moment (2014),male objectification male nudity nudity male rear nudity zacefron milesteller michaelb.jordan tomgormican comedy romance
158908,"Inevitable Defeat of Mister & Pete, The (2013)",skylanbrooks ethandizon jenniferhudson michaelstarrbury drama
157336,Interstellar (2014),astronaut saving the world relativity gravity ellenburstyn matthewmcconaughey mackenziefoy jonathannolan sci-fi imax
159937,"Amish Murder, An (2013)",tape over mouth amish murder serial killer nevecampbell noamjenkins jilonvanover markmalone action crime drama
179146,"Last of the Unjust, The (Dernier des injustes, Le) (2013)",theresienstadt adolf eichmann jew nazi benjaminmurmelstein claudelanzmann claudelanzmann documentary
77133,"Woman Always Pays, The (Afgrunden) (Abyss, The) (1910)",drama
191515,Everybody Street (2013),Documentary Biography boogie marthacooper brucedavidson cheryldunn documentary
153652,"Mark, The (1961)",drama
133715,All the Young Men (1960),drama war
192102,3 Days to Kill (2014),spy violence leather dress femme fatale kevincostner amberheard haileesteinfeld adihasak action crime drama
205724,Welcome to the Jungle (2013),tropical island female frontal nudity stranded rescue jean-claudevandamme adambrody robhuebel jeffkauffmann comedy
225574,Non-Stop (2014),die hard scenario passenger mind game deception liamneeson juliannemoore scootmcnairy johnw.richardson action mystery thriller
158914,"Look of Love, The (2013)",strip club dancer bare bottom strip club owner jenniferellis stevecoogan nickhopper mattgreenhalgh comedy drama
85444,Wrinkles (Arrugas) (2011),friendship joy ride rest home bell tower tachogonzález álvaroguevara mabelrivera rosannacecchini animation drama
95243,Vertical Features Remake (1978),documentary
24756,"Art of War III: Retribution, The (2009)",terrorist martial arts united nations die hard scenario anthony'treach'criss warrenderosa sunghilee joehalpin action thriller
70798,"Monster X Strikes Back: Attack the G8 Summit, The (Girara no gyakushû: Tôya-ko Samitto kikiippatsu) (2008)",kaiju summit japan hokkaido natsukikatô kazukialexkato keiakazawa masakazumigita comedy sci-fi
159095,In Fear (2013),backwoods beating blood broken wrist iaindecaestecker aliceenglert allenleech jeremylovering thriller
117375,One Mile Away (2012),pennywoolcock documentary
156284,Fire in the Blood (2013),aids hiv africa pharmaceutical industry zackieachmat petermugyenyi billclinton dylanmohangray documentary
86381,Tell Them Anything You Want: A Portrait of Maurice Sendak (2009),lancebangs lynncaponera jamesgandolfini lancebangs documentary
254464,Love Games (2012),Animation Short  joungyumi animation drama romance
199818,Mystery Road (2013),dusk til dawn motel personalized necklace sheep ranch drainage pipe aaronpedersen hugoweaving ryankwanten ivansen mystery thriller
158907,Breathe In (2013),teacher student relationship foreign exchange student music teacher husband wife relationship guypearce felicityjones amyryan drakedoremus drama romance
198375,"Garden of Words, The (Koto no ha no niwa) (2013)",rain anime literature teacher rainy season miyuirino kanahanazawa fumihirano makotoshinkai animation romance
159152,Pandora's Promise (2013),stewartbrand richardrhodes gwynethcravens robertstone documentary
83214,"Gentle Breeze in the Village, A (Tennen kokekkô) (2007) ",schoolgirl teenage girl japanese teenager japanese schoolgirl kaho masakiokada elisayanagi fusakokuramochi drama
48263,I Don't Want to Be a Man (Ich möchte kein Mann sein) (1918),comedy romance
100632,Always Leave Them Laughing (1949),comedy drama
266373,Bengazi (1955),adventure crime drama
52817,Bitter Feast (2010),hunt organic food revenge isolation jameslegros joshualeonard amyseimetz joemaggio comedy horror thriller
79073,Messages Deleted (2010),screenwriter teacher student relationship answering machine screenplay matthewlillard deborahkaraunger ginaholden larrycohen mystery thriller
10574,Great Freedom No. 7 (Port of Freedom) (Große Freiheit Nr. 7) (1944),drama musical romance
201414,Shinobi No Mono 3: Resurrection (Shin shinobi no mono) (1963),ichikawa goemon third part sequel samurai era raizôichikawa ayakowakao saburôdate kazuomori action drama
53182,300: Rise of an Empire (2014),greek army navy antiquity sullivanstapleton evagreen lenaheadey zacksnyder action drama war imax
87587,"Pill, The (2011)",noahbean rachelboston annachlumsky j.c.khoury comedy drama romance
108668,"Adventures of Hajji Baba, The (1954)",action adventure romance
88583,The Pursuit of Happiness (1971),drama
51581,"Sumo Do, Sumo Don't (Shiko funjatta) (1992)",sumo university student campus masahiromotoki misashimizu naototakenaka masayukisuo comedy
23527,First Squad: The Moment of Truth (2009),nazi zombie nazi world war two surrealism elenachebaturkina mikhailtikhonov damireldarov yoshiharuashino action animation drama war
202141,Particle Fever (2013),ends with biographical notes physicist 125 gev cave drawing davidkaplan fabiolagianotti sherwoodboehlert davidkaplan documentary
55398,Inspector Palmu's Error (Komisario Palmun erehdys) (1960),comedy crime mystery thriller
121074,Any Number Can Play (1949),drama
121695,Bitter Sweet (1940),drama musical romance
41552,Black Hand (1950),crime film-noir thriller
257155,Star Wars: Threads of Destiny (2014),jedi yavin the planet padawan stormtrooper patrikhont carolinaneurath stephaniedouglasanderberg michaelbanno action adventure sci-fi
87017,"Leo's Room (Cuarto de Leo, El) (2009)",self acceptance sexual identity depression homosexuality martínrodríguez ceciliacósero gerardobegérez enriquebuchichio drama
204349,Contracted (2013),lesbian kiss zombie lesbian rape najarratownsend carolinewilliams alicemacdonald ericengland drama horror thriller
242076,"Bag Man, The (2014)",motel assault rifle bagman violence against women johncusack rebeccadacosta robertdeniro davidgrovic crime drama thriller
47459,Dorian Gray (1970),drama horror
168245,Kai Po Che! (2013),cricket the sport business politics friendship sushantsinghrajput rajkummarrao amitsadh chetanbhagat drama
19492,Captain EO (1986),adventure children comedy musical sci-fi
149862,"Concepción Arenal, la visitadora de cárceles (2012)",blancaportillo mabelrivera òscarrabadán lauramañá drama
37316,"Bullet for the General, A (Quién Sabe?) (1966)",western
248774,Obvious Child (2014),abortion pregnancy f rated divorced parents jennyslate paulbriganti gabyhoffmann gillianrobespierre comedy romance
175291,Cheap Thrills (2013),extramarital affair adultery unfaithfulness sex pathealy sarapaxton ethanembry davidchirchirillo comedy thriller
121015,Steel (1979),action adventure crime drama
121113,Toomorrow (1970),comedy musical sci-fi
196024,"Keeper of Lost Causes, The (Kvinden i buret) (2013)",missing person copenhagen denmark hyperbaric chamber walking in on sex nikolajliekaas perscheelkrüger troelslyby jussiadler-olsen crime mystery thriller
80837,Dead Genesis (2010),Action emilyalatalo lionelboodlal colinparadine reeseeveneshen horror
191566,Crazy Kind of Love (2013),female writer title directed by female depression emotional breakdown virginiamadsen grahamrogers amandacrew karenmccullah comedy drama romance
222671,Dick Figures: The Movie (2013),irony bear trap pawn shop allegory edskudder zackkeller ericbauza edskudder action adventure animation
37646,Choppertown: The Sinners (2005),chopper biker punk motorcycle ricofodrey robfortier colefoster zackcoffman action adventure documentary
128246,"Werewolf Boy, A (Neuk-dae-so-nyeon) (2012)",obedience training trouble breathing telephone call race bo-youngpark joong-kisong yeong-ranlee sung-heejo drama fantasy romance
21788,"Trouble at Timpetill (Enfants de Timpelbach, Les) (2008)",schoolteacher village schoolteacher child in danger lost raphaëlkatz adèleexarchopoulos léolegrand nicolasbary adventure children fantasy
241968,Carmina and Amen (Carmina y amén) (2014),applying lipstick cemetery song slow motion carminabarrios pacocasaus maríaleón pacoleón comedy drama
45384,Ashura (2005),demon somegorôichikawa riemiyazawa kanakohiguchi yôjirôtakita action fantasy
43135,Queen of Outer Space (1958),adventure fantasy sci-fi
20626,Special Correspondents (Envoyés très spéciaux) (2009),journalist iraq war hostage gérardjugnot gérardlanvin omarsy simonmichaël comedy
167983,Buddies (Colegas) (2012),arielgoldenberg ritapokk brenoviola marcelogalvão adventure comedy
79893,Quebrando o Tabu (2011),public policy drugs policy war on drugs franboydandrews brendablom fernandohenriquecardoso cosmofeilding-mellen documentary
73624,"Man from the Future, The (O Homem do Futuro) (2011)",scientist brazil time travel brazilian science fiction wagnermoura alinnemoraes marialuísamendonça cláudiotorres comedy fantasy sci-fi
184578,"Dove, The (1974)",drama romance
56743,Elena Undone (2010),lgbt dollhouse swimming pool ovulation necarzadegan thunderbirddinwiddie garyweeks nicoleconn drama romance
148044,Romance in a Minor Key (Romanze in Moll) (1943),drama romance
120509,"Blackbeard, the Pirate (1952)",adventure
82703,Mr. Peabody & Sherman (2014),inventor time travel talking dog father son relationship tyburrell maxcharles laurifraser jayward adventure animation comedy
97370,Under the Skin (2013),female nudity desire alien scotland scarlettjohansson jeremymcwilliams lynseytaylormackay waltercampbell horror sci-fi thriller
136797,Need for Speed (2014),public nudity illegal street racing street racing death of friend aaronpaul dominiccooper imogenpoots georgegatins action crime drama imax
242042,Barefoot (2014),barefoot naivety psychiatric hospital boyfriend girlfriend relationship evanrachelwood scottspeedman treatwilliams stephenzotnowski comedy drama romance
38049,Entre ses mains (2005),female nudity topless female nudity murder barefoot woman benoîtpoelvoorde isabellecarré jonathanzaccaï annefontaine drama romance thriller
177494,Veronica Mars (2014),california based on television series sequel private detective kristenbell jasondohring enricocolantoni robthomas comedy crime drama
40346,All for the Winner (Dou sing) (1990),stephenchow man-tatng mancheung coreyyuen action comedy
68827,"She Does Not Drink, Smoke or Flirt But... She Talks (1970)",comedy
182827,"Great Passage, The (Fune wo amu) (2013)",ryûheimatsuda aoimiyazaki joeodagiri yûyaishii drama
64047,Cranford (2007),industrial revolution period drama gossip 1840s judidench juliamckenzie imeldastaunton susieconklin drama
74343,Sonny Boy (1989),bare chested male woman played by man tragic hero father son relationship davidcarradine paull.smith braddourif robertmartincarroll action drama thriller
8064,Chiko (2008),shot to death beaten to death pimp beating denismoschitto moritzbleibtreu volkanözcan özgüryildirim crime drama
209403,Bad Words (2013),spelling bee forty something high school dropout spelling jasonbateman kathrynhahn rohanchand andrewdodge comedy
235260,Son of God (2014),resurrection reference to god loincloth bare chested male diogomorgado greghicks adrianschiller richardbedser drama
94331,Fightville (2011),fight mixed martial arts title fight busboy 'bad'chadbroussard jere'folleychaisson 'crazy'timcredeur michaeltucker documentary
36444,Choke (1999),fighting no holds barred championship mixed martial arts dalecook wayneemons gerardgordeau robertraphaelgoodman documentary
159464,Meth (2006),toddahlberg documentary
68713,You Will Be My Son (Tu seras mon fils) (2011),2010s saint emilion france bordeaux wine father son feud nielsarestrup loràntdeutsch patrickchesnais lauregasparotto drama
144728,"It Is Written in the Stars, Inspector Palmu (Tähdet kertovat, komisario Palmu) (1962)",crime mystery
47771,Superpower (2008),political superpower military economics government christyjohnson maxcarter harrys.truman davidchilton documentary
96920,Repentance (Monanieba) (1984),drama
115821,The Artist and the Model (2012),sculptor art wound no music jeanrochefort aidafolch claudiacardinale fernandotrueba drama
83201,Puss in Boots: The Three Diablos (2012),ruby kitten puss in boots cgi animation antoniobanderas gillesmarini charlottenewhouse tomwheeler animation comedy
62156,Head Over Heels (De Pernas pro Ar) (2010),seductive hot sex scene sexy ingridguimarães mariapaula brunogarcia paulocursino comedy
228202,Meu Passado Me Condena: O Filme (2013),romcom brazilian abroad cruise couple fábioporchat miámello marcelovalle juliarezende comedy romance
203217,My Mom Is a Character (Minha Mãe é uma Peça: O Filme) (2013),mother mother son brothers relationship mother daughter paulogustavo rodrigopandolfo marianaxavier paulogustavo comedy
54597,Blood Out (2011),brother gang sheriff girlfriend lukegoss valkilmer 50cent jasonhewitt action
184323,Daylight (Daglicht) (2013),family secret mother son relationship based on novel flashback fedjavanhuêt derekdelint moniquevandeven philipdelmaar action thriller
39853,"Cat Concerto, The (1947)",animation children comedy
209355,"French Minister, The (Quai d'Orsay) (2013)",france fictitious country reference to tintin politics thierrylhermitte raphaëlpersonnaz nielsarestrup bertrandtavernier comedy
